TITLE,ASSIGNMENT,RACE/ETHNICITY,GENDER,AGE,YEARS_IN_SERVICE,DEGREE,CITY_RESIDENT?,AGENCY
POLICE LIEUTENANT,RECORDS MANAGEMENT SEC,WHITE,MALE,39,16,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,RECORDS MANAGEMENT SEC,AFRICAN AMERICAN,FEMALE,39,20,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,RECORDS MANAGEMENT SEC,AFRICAN AMERICAN,FEMALE,42,8,3 YEARS COLLEGE,YES,BPD
POLICE OFFICER,RECORDS MANAGEMENT SEC,AFRICAN AMERICAN,MALE,45,13,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,RECORDS MANAGEMENT SEC,AFRICAN AMERICAN,FEMALE,36,14,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE LIEUTENANT,SES - ADMIN/INTEL,WHITE,MALE,52,30,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE LIEUTENANT,SES - ADMIN/INTEL,WHITE,MALE,55,29,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,WHITE,MALE,32,10,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,WHITE,MALE,51,16,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,WHITE,MALE,45,20,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,OTHER ASIAN,MALE,39,7,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,AFRICAN AMERICAN,FEMALE,44,9,4 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,WHITE,MALE,34,5,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,WHITE,MALE,52,28,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,WHITE,MALE,47,26,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,AFRICAN AMERICAN,FEMALE,51,10,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,WHITE,MALE,41,15,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - ADMIN/INTEL,WHITE,MALE,30,7,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SES - ADMIN/INTEL,AFRICAN AMERICAN,FEMALE,44,22,MASTERS COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SES - ADMIN/INTEL,WHITE,MALE,37,15,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SES - ADMIN/INTEL,WHITE,MALE,50,27,3 YEARS COLLEGE,NO,BPD
POLICE LIEUTENANT,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,40,22,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE LIEUTENANT,SES - EASTSIDE ZONES,WHITE,FEMALE,43,18,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,31,4,,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,43,7,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,25,4,,YES,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,45,15,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,29,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,32,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,36,10,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,OTHER HISPANIC,MALE,41,11,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,38,6,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,49,14,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,28,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,39,10,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,31,10,HIGH SCHOOL GED / EQUIVALENCY,YES,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,44,11,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,30,8,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,27,8,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,28,6,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,31,6,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,44,15,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,OTHER HISPANIC,MALE,45,16,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,42,10,4 YEARS COLLEGE,YES,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,OTHER HISPANIC,MALE,35,4,,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,41,15,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,29,7,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SES - EASTSIDE ZONES,WHITE,MALE,27,5,,YES,BPD
POLICE OFFICER (EID),SES - EASTSIDE ZONES,WHITE,MALE,38,15,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SES - EASTSIDE ZONES,WHITE,MALE,45,16,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SES - EASTSIDE ZONES,WHITE,MALE,37,16,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE SERGEANT,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,52,23,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE SERGEANT,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,45,20,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SES - EASTSIDE ZONES,AFRICAN AMERICAN,MALE,32,8,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE SERGEANT,SES - EASTSIDE ZONES,WHITE,MALE,38,14,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE LIEUTENANT,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,46,19,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE LIEUTENANT,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,35,14,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,53,21,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,42,10,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,AFRICAN AMERICAN,MALE,33,6,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,46,15,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,43,16,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,28,7,3 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,36,14,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,40,13,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,36,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,36,11,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,AFRICAN AMERICAN,MALE,37,9,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,40,17,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,43,16,MASTERS COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,AFRICAN AMERICAN,MALE,34,15,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,AFRICAN AMERICAN,MALE,31,8,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,39,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,29,4,,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,39,4,,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,OTHER HISPANIC,MALE,27,2,,YES,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,34,3,,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,30,6,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,34,7,HIGH SCHOOL GED / EQUIVALENCY,YES,BPD
POLICE OFFICER (EID),SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,35,11,4 YEARS COLLEGE,NO,BPD
POLICE SERGEANT,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,40,17,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,34,14,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE SERGEANT,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,44,20,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT EID,SES - MAJOR CASE/VRO SQUADS,WHITE,MALE,45,23,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE LIEUTENANT,SES - VICE/UC SQUADS,WHITE,FEMALE,39,15,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,MALE,36,8,2 YEARS COLLEGE; NO A. A.,YES,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,MALE,43,20,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,MALE,46,20,3 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,MALE,48,17,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,FEMALE,32,7,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,FEMALE,34,7,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,MALE,38,8,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,FEMALE,36,12,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,MALE,45,20,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,MALE,28,8,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,MALE,40,12,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,MALE,41,12,4 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,MALE,41,14,1 YEAR COLLEGE OR LESS,YES,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,FEMALE,50,25,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,MALE,51,19,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,OTHER ASIAN,MALE,24,3,,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,MALE,47,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,MALE,32,8,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,MALE,37,14,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,MALE,43,9,2 YEARS COLLEGE; NO A. A.,YES,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,FEMALE,23,3,,YES,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,MALE,36,12,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,MALE,40,18,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,MALE,39,16,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER (EID),SOUTHEASTERN DISTRICT,WHITE,MALE,29,5,,NO,BPD
POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,MALE,29,9,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER (EID),SES - VICE/UC SQUADS,WHITE,FEMALE,30,4,,YES,BPD
POLICE OFFICER (EID),SES - VICE/UC SQUADS,WHITE,MALE,27,4,,YES,BPD
POLICE OFFICER (EID),SES - VICE/UC SQUADS,WHITE,FEMALE,29,4,,NO,BPD
POLICE SERGEANT,SES - VICE/UC SQUADS,WHITE,MALE,42,21,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SES - VICE/UC SQUADS,WHITE,MALE,43,17,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SES - VICE/UC SQUADS,WHITE,MALE,39,17,4 YEARS COLLEGE,YES,BPD
POLICE SERGEANT,SES - VICE/UC SQUADS,WHITE,FEMALE,34,12,HGH SCHOOL GRADUATE,NO,BPD
POLICE LIEUTENANT,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,41,17,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,36,10,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,34,8,1 YEAR COLLEGE OR LESS,YES,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,32,11,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,29,6,5 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,OTHER HISPANIC,MALE,31,6,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,,7,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,28,9,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,37,10,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,29,8,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,41,18,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,42,11,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,43,16,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,49,18,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,30,5,,YES,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,27,4,,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,32,5,,YES,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,33,5,,YES,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,40,15,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,30,5,,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,31,6,2 YEARS COLLEGE; NO A. A.,YES,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,31,4,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,45,14,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,29,4,,YES,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,FEMALE,27,5,,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,30,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,44,16,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,,,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,WHITE,MALE,,,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,OTHER HISPANIC,MALE,47,23,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,38,7,HGH SCHOOL GRADUATE,YES,BPD
POLICE SERGEANT,SES - WESTSIDE ZONES,WHITE,MALE,36,6,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,SES - WESTSIDE ZONES,WHITE,MALE,47,22,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SES - WESTSIDE ZONES,OTHER HISPANIC,MALE,37,14,3 YEARS COLLEGE,NO,BPD
POLICE SERGEANT,SES - WESTSIDE ZONES,WHITE,MALE,35,12,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SES - WESTSIDE ZONES,AFRICAN AMERICAN,MALE,43,14,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SES - WESTSIDE ZONES,WHITE,MALE,41,15,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE LIEUTENANT,SIS - ARSON,WHITE,MALE,69,41,LAW DEGREE COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SIS - ARSON,WHITE,MALE,28,4,,YES,BPD
POLICE OFFICER,SIS - ARSON,WHITE,MALE,48,18,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SIS - ARSON,AFRICAN AMERICAN,FEMALE,44,22,3 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SIS - ARSON,WHITE,MALE,54,33,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SIS - ARSON,OTHER HISPANIC,MALE,37,10,HGH SCHOOL GRADUATE,NO,BPD
POLICE LIEUTENANT,SIS - CHECK & FRAUD,WHITE,MALE,37,14,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SIS - CHECK & FRAUD,WHITE,FEMALE,47,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SIS - CHECK & FRAUD,AFRICAN AMERICAN,FEMALE,47,12,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SIS - CHECK & FRAUD,WHITE,MALE,45,17,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SIS - CHECK & FRAUD,AFRICAN AMERICAN,MALE,43,19,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SIS - CHECK & FRAUD,WHITE,FEMALE,40,16,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SIS - CHECK & FRAUD,AFRICAN AMERICAN,MALE,47,22,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE LIEUTENANT,SIS - CHILD ABUSE,AFRICAN AMERICAN,MALE,44,15,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE LIEUTENANT,SIS - CHILD ABUSE,WHITE,MALE,41,19,MASTERS COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,AFRICAN AMERICAN,FEMALE,31,6,2 YEARS COLLEGE; NO A. A.,YES,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,MALE,26,5,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,MALE,39,11,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,MALE,54,6,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,MALE,36,6,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,FEMALE,41,9,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,MALE,47,17,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,AFRICAN AMERICAN,FEMALE,45,20,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,FILIPINO,MALE,45,22,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,FEMALE,34,10,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,MALE,52,22,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,MALE,51,16,3 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,MALE,48,19,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,AFRICAN AMERICAN,MALE,51,30,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SIS - CHILD ABUSE,AFRICAN AMERICAN,MALE,49,19,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,AFRICAN AMERICAN,FEMALE,31,11,1 YEAR COLLEGE OR LESS,YES,BPD
POLICE OFFICER,SIS - CHILD ABUSE,OTHER HISPANIC,MALE,41,13,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,AFRICAN AMERICAN,FEMALE,39,17,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,MALE,42,8,MASTERS COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SIS - CHILD ABUSE,WHITE,MALE,48,26,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SIS - CHILD ABUSE,AFRICAN AMERICAN,MALE,47,19,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SIS - CHILD ABUSE,WHITE,MALE,46,20,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SIS - CHILD ABUSE,WHITE,MALE,41,23,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE LIEUTENANT,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,FEMALE,39,17,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,FEMALE,38,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,MALE,43,19,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,FEMALE,51,14,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,MALE,51,11,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SIS - DOMESTIC VIOLENCE,OTHER HISPANIC,FEMALE,33,7,2 YEARS COLLEGE; NO A. A.,YES,BPD
POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,FEMALE,32,7,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,FEMALE,35,13,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,MALE,45,18,1 YEAR COLLEGE OR LESS,YES,BPD
POLICE OFFICER (EID),SIS - DOMESTIC VIOLENCE,OTHER HISPANIC,FEMALE,50,8,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,FEMALE,36,7,MASTERS COMPLETED & RECEIVED,YES,BPD
POLICE OFFICER,SIS - MISSING PERSONS,AFRICAN AMERICAN,MALE,43,18,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE OFFICER,SIS - MISSING PERSONS,WHITE,MALE,53,27,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SIS - MISSING PERSONS,WHITE,MALE,51,19,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE SERGEANT,SIS - MISSING PERSONS,WHITE,MALE,50,28,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE OFFICER,SIS - PAWN SHOP UNIT,AFRICAN AMERICAN,FEMALE,56,21,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
